name,taxid,preferred name,phylum,class,order,family,genus
Bulleidia extructa,118748, ,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Bulleidia
Segniliparus rugosus,286804, ,Actinomycetota,Actinomycetes,Mycobacteriales,Segniliparaceae,Segniliparus
Alloprevotella rava,671218, ,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella
Johnsonella ignava,43995, ,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Johnsonella
Selenomonas infelix,135082, ,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas
Gilvimarinus agarilyticus,679259, ,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Gilvimarinus
Helicobacter mustelae,217, ,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter
Bacteroides coprosuis,151276, ,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
Streptomyces hygroscopicus,1912, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
Lechevalieria aerocolonigenes,68170,Lentzea aerocolonigenes,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Lentzea
Streptomyces durhamensis,68194, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
Streptomyces flavochromogenes,68199, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
Streptomyces iakyrus,68219, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
Streptomyces katrae,68223, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
Streptomyces mirabilis,68239, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
Granulicella mallensis,940614, ,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Granulicella
Listeria seeligeri,1640, ,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria
Citromicrobium bathyomarinum,72174, ,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Citromicrobium
Bartonella rochalimae,395923, ,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella
Chromobacterium piscinae,686831, ,Pseudomonadota,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium
Prevotella multisaccharivorax,310514,Hallella multisaccharivorax,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Hallella
Thermotoga thermarum,119394,Pseudothermotoga thermarum,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga
Cellulophaga algicola,59600, ,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga
Paracoccus sphaerophysae,690417, ,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus
Rhizobium vignae,690585,Neorhizobium vignae,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Neorhizobium
Pseudomonas agarici,46677, ,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
Erwinia mallotivora,69222, ,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia
Deinococcus proteolyticus,55148, ,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
Bacteroides helcogenes,290053, ,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
Paludibacter propionicigenes,185300, ,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter
Desulfurella acetivorans,33002, ,Campylobacterota,Desulfurellia,Desulfurellales,Desulfurellaceae,Desulfurella
Saprospira grandis,1008, ,Bacteroidota,Saprospiria,Saprospirales,Saprospiraceae,Saprospira
Candidatus Midichloria,411566, ,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Candidatus Midichloriaceae,na
Desulfotomaculum ruminis,1564,Desulforamulus ruminis,Bacillota,Clostridia,Eubacteriales,Peptococcaceae,Desulforamulus
Arthrospira platensis,118562, ,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Arthrospira
Mahella australiensis,252966, ,Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family IV. Incertae Sedis,Mahella
Amphibacillus xylanus,1449, ,Bacillota,Bacilli,Bacillales,Bacillaceae,Amphibacillus
Streptomyces ipomoeae,103232, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
Streptomyces turgidiscabies,85558, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
Virgibacillus alimentarius,698769, ,Bacillota,Bacilli,Bacillales,Bacillaceae,Virgibacillus
Streptococcus ratti,1341, ,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
Coriobacterium glomerans,33871, ,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Coriobacterium
Streptomyces zinciresistens,1073330, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
Niastella koreensis,354356, ,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Niastella
Enterobacter lignolyticus,1334193,[Enterobacter] lignolyticus,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pluralibacter
Pediococcus claussenii,187452, ,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus
Listeria marthii,529731, ,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria
Megasphaera micronuciformis,187326, ,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera
Desulfomonile tiedjei,2358, ,Thermodesulfobacteriota,Desulfomonilia,Desulfomonilales,Desulfomonilaceae,Desulfomonile
Aeromonas popoffii,70856, ,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
Pontibacter actiniarum,323450, ,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Pontibacter
Sulfuricurvum kujiense,148813, ,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurimonadaceae,Sulfuricurvum
Deinococcus maricopensis,309887, ,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
Odoribacter splanchnicus,28118, ,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter
Mycobacterium chubuense,1800,Mycolicibacterium chubuense,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium
Mycobacterium rhodesiae,36814,Mycolicibacterium rhodesiae,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium
Mycobacterium tusciae,75922,Mycolicibacterium tusciae,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium
Intrasporangium calvum,53358, ,Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Intrasporangium
Thioalkalivibrio thiocyanodenitrificans,243063, ,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio
Leucobacter chromiiresistens,1079994, ,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Leucobacter
Lactobacillus sanfranciscensis,1625,Fructilactobacillus sanfranciscensis,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Fructilactobacillus
Mucilaginibacter paludis,423351, ,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter
Gluconacetobacter hansenii,436,Novacetimonas hansenii,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Novacetimonas
Asticcacaulis biprosthecum,76891,Asticcacaulis biprosthecium,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis
Waddlia chondrophila,71667, ,Chlamydiota,Chlamydiia,Parachlamydiales,Waddliaceae,Waddlia
Ensifer sojae,716925,Sinorhizobium sojae,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium
Flexistipes sinusarabici,2352, ,Deferribacterota,Deferribacteres,Deferribacterales,Flexistipitaceae,Flexistipes
Thermobacillus composti,377615, ,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Thermobacillus
Paenibacillus curdlanolyticus,59840, ,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
Thioalkalimicrobium aerophilum,92245,Thiomicrospira aerophila,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Thiomicrospira
Thioalkalimicrobium cyclicum,147268,Thiomicrospira cyclica,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Thiomicrospira
Marinomonas mediterranea,119864, ,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas
Alistipes shahii,328814, ,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
Coprococcus catus,116085, ,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Coprococcus
Aeromonas encheleia,73010, ,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
Idiomarina xiamenensis,1207041, ,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina
Alistipes indistinctus,626932, ,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
Barnesiella intestinihominis,487174, ,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella
Bacteroides oleiciplenus,626931, ,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
Clostridium citroniae,358743,Enterocloster citroniae,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster
Collinsella tanakaei,626935, ,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella
Dialister succinatiphilus,487173, ,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Dialister
Dysgonomonas gadei,156974, ,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas
Dysgonomonas mossii,163665, ,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas
Odoribacter laneus,626933, ,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter
Slackia piriformis,626934, ,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia
Isoptericola variabilis,139208, ,Actinomycetota,Actinomycetes,Micrococcales,Promicromonosporaceae,Isoptericola
Moraxella bovoculi,386891, ,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella
Treponema caldaria,215591,Gracilinema caldarium,Spirochaetota,Spirochaetia,Spirochaetales,Breznakiellaceae,Gracilinema
Gallaecimonas xiamenensis,1207039, ,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Gallaecimonadaceae,Gallaecimonas
Deinococcus gobiensis,502394, ,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
Aequorivita sublithincola,101385, ,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita
Thermodesulfobium narugense,184064, ,Thermodesulfobiota,Thermodesulfobiia,Thermodesulfobiales,Thermodesulfobiaceae,Thermodesulfobium
Faecalibacterium cf.,216851, ,na,na,na,na,na
Halobacteroides halobius,42422, ,Bacillota,Clostridia,Halanaerobiales,Halobacteroidaceae,Halobacteroides
Nitratifractor salsuginis,269261, ,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurovaceae,Nitratifractor
Streptomyces bingchenggensis,379067, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
Rickettsiaceae bacterium,2023360, ,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,na
Thiomonas intermedia,926, ,Pseudomonadota,Betaproteobacteria,Burkholderiales,na,Thiomonas
Photobacterium aphoticum,754436, ,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium
Burkholderia sprentiae,948107,Paraburkholderia sprentiae,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia
Cyanobacterium aponinum,379064, ,Cyanobacteriota,Cyanophyceae,Chroococcales,Geminocystaceae,Cyanobacterium
Fluviicola taffensis,191579, ,Bacteroidota,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Fluviicola
Microcoleus vaginatus,119532, ,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Microcoleus
Planctomyces brasiliensis,119,Rubinisphaera brasiliensis,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera
Succinivibrionaceae bacterium,2053620, ,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,na
Sporosarcina newyorkensis,759851, ,Bacillota,Bacilli,Bacillales,Caryophanaceae,Sporosarcina
Sphaerochaeta coccoides,273376,Parasphaerochaeta coccoides,Spirochaetota,Spirochaetia,Spirochaetales,Sphaerochaetaceae,Parasphaerochaeta
Massilia consociata,760117, ,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
Hippea maritima,84405, ,Campylobacterota,Desulfurellia,Desulfurellales,Hippeaceae,Hippea
Sulfurospirillum barnesii,44674, ,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum
Haliscomenobacter hydrossis,2350, ,Bacteroidota,Saprospiria,Saprospirales,Haliscomenobacteraceae,Haliscomenobacter
Desulfotomaculum kuznetsovii,58135,Desulfofundulus kuznetsovii,Bacillota,Clostridia,Eubacteriales,Peptococcaceae,Desulfofundulus
Aromatoleum aromaticum,551760, ,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Aromatoleum
Runella slithyformis,106, ,Bacteroidota,Cytophagia,Cytophagales,Spirosomataceae,Runella
Bifidobacterium stellenboschense,762211, ,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
Pedobacter saltans,151895,Pseudopedobacter saltans,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pseudopedobacter
Sutterella parvirubra,437898, ,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella
Paraprevotella xylaniphila,454155, ,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella
Succinatimonas hippei,626938, ,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinatimonas
Bacteroides clarus,626929, ,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
Bacteroides fluxus,626930, ,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
Streptococcus macacae,1339, ,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
Streptococcus ictaluri,380397, ,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
Oscillochloris trichoides,104176, ,Chloroflexota,Chloroflexia,Chloroflexales,Oscillochloridaceae,Oscillochloris
Lamprocystis purpurea,61598, ,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Lamprocystis
Marichromatium purpuratum,37487, ,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Marichromatium
Thiocystis violascens,73141, ,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiocystis
Thioflavicoccus mobilis,80679, ,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thioflavicoccus
Thiorhodococcus drewsii,210408, ,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiorhodococcus
Thiorhodospira sibirica,154347, ,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thiorhodospira
Propionibacterium propionicum,1750,Arachnia propionica,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Arachnia
Frateuria aurantia,81475, ,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Frateuria
Desulfotomaculum gibsoniae,102134,Desulfoscipio gibsoniae,Bacillota,Clostridia,Eubacteriales,Desulfallaceae,Desulfoscipio
Halomonas elongata,2746, ,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas
Calditerrivibrio nitroreducens,477976, ,Deferribacterota,Deferribacteres,Deferribacterales,Calditerrivibrionaceae,Calditerrivibrio
Thiocapsa marina,244573, ,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiocapsa
Desulfosporosinus meridiei,79209, ,Bacillota,Clostridia,Eubacteriales,Desulfitobacteriaceae,Desulfosporosinus
Desulfosporosinus orientis,1563, ,Bacillota,Clostridia,Eubacteriales,Desulfitobacteriaceae,Desulfosporosinus
Desulfosporosinus youngiae,339862, ,Bacillota,Clostridia,Eubacteriales,Desulfitobacteriaceae,Desulfosporosinus
Fervidobacterium pennivorans,93466, ,Thermotogota,Thermotogae,Thermotogales,Fervidobacteriaceae,Fervidobacterium
Xanthobacter autotrophicus,280, ,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Xanthobacter
Thermodesulfobacterium geofontis,1295609, ,Thermodesulfobacteriota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium
Bacillus methanolicus,1471, ,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus
Vibrio caribbenthicus,701175,Vibrio caribbeanicus,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
Stomatobaculum longum,796942, ,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Stomatobaculum
Cardiobacterium valvarum,194702, ,Pseudomonadota,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium
Lactobacillus parafarraginis,390842,Lentilactobacillus parafarraginis,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus
Lactobacillus kisonensis,481722,Lentilactobacillus kisonensis,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus
Serratia grimesii,82995, ,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia
Leclercia adecarboxylata,83655, ,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Leclercia
Spiroplasma mirum,2144, ,Mycoplasmatota,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma
Methylomonas methanica,421, ,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas
Scardovia wiggsiae,230143, ,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Scardovia
Caloramator australicus,515264, ,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Caloramator
Thermoanaerobacterium xylanolyticum,29329, ,Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacterium
Rhodomicrobium udaipurense,1202716, ,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Rhodomicrobium
Gemmatimonadetes bacterium,2026742,Gemmatimonadota bacterium,Gemmatimonadota,na,na,na,na
Arthrobacter arilaitensis,256701,Glutamicibacter arilaitensis,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Glutamicibacter
Anaeroglobus geminatus,156456, ,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Anaeroglobus
Actinotalea fermentans,43671, ,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Actinotalea
Azospirillum lipoferum,193, ,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum
Bacteriovorax marinus,97084,Halobacteriovorax marinus,Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Halobacteriovoraceae,Halobacteriovorax
Corynebacterium nuruki,1032851, ,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium
Eubacterium yurii,39498,[Eubacterium] yurii,Bacillota,Clostridia,Peptostreptococcales,Filifactoraceae,Peptoanaerobacter
Gillisia limnaea,195907, ,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gillisia
Weeksella virosa,1014, ,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Weeksella
Belliella baltica,232259, ,Bacteroidota,Cytophagia,Cytophagales,Cyclobacteriaceae,Belliella
Polaromonas glacialis,866564, ,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas
Bacillus niacini,86668,Neobacillus niacini,Bacillota,Bacilli,Bacillales,Bacillaceae,Neobacillus
Aerococcus urinae,1376, ,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus
Halobacillus halophilus,1570, ,Bacillota,Bacilli,Bacillales,Bacillaceae,Halobacillus
Thermaerobacter subterraneus,175696, ,Bacillota,Clostridia,Eubacteriales,Clostridiales Family XVII. Incertae Sedis,Thermaerobacter
Desulfurobacterium thermolithotrophum,64160, ,Aquificota,Aquificia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium
Treponema succinifaciens,167, ,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema
Marinithermus hydrothermalis,186192, ,Deinococcota,Deinococci,Thermales,Thermaceae,Marinithermus
Turneriella parva,29510, ,Spirochaetota,Spirochaetia,Leptospirales,Leptospiraceae,Turneriella
Thiothrix nivea,1031, ,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix
Vibrio ichthyoenteri,142461, ,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
Desulfitobacterium dichloroeliminans,233055, ,Bacillota,Clostridia,Eubacteriales,Desulfitobacteriaceae,Desulfitobacterium
Desulfitobacterium metallireducens,142877, ,Bacillota,Clostridia,Eubacteriales,Desulfitobacteriaceae,Desulfitobacterium
Lactobacillus hominis,1203033, ,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
Streptococcus porcinus,1340, ,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
Streptococcus criceti,1333, ,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
Peptoniphilus rhinitidis,1175452, ,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus
Methyloferula stellata,876270, ,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Methyloferula
Treponema bryantii,163, ,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema
Desulfobacter postgatei,2293, ,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter
Desulfovibrio piezophilus,879567,Pseudodesulfovibrio piezophilus,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Pseudodesulfovibrio
Cyclobacterium marinum,104, ,Bacteroidota,Cytophagia,Cytophagales,Cyclobacteriaceae,Cyclobacterium
Flexibacter litoralis,999,Bernardetia litoralis,Bacteroidota,Cytophagia,Cytophagales,Bernardetiaceae,Bernardetia
Desulfobacca acetoxidans,60893, ,Thermodesulfobacteriota,Desulfobaccia,Desulfobaccales,Desulfobaccaceae,Desulfobacca
Caldithrix abyssi,187145, ,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,Caldithrix
Rikenella microfusus,28139, ,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella
Saccharomonospora cyanea,40989, ,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora
Saccharomonospora marina,632569, ,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora
Saccharomonospora paurometabolica,208085,Saccharomonospora iraqiensis subsp. paurometabolica,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora
Saccharomonospora xinjiangensis,75294, ,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora
Burkholderia rhizoxinica,412963,Mycetohabitans rhizoxinica,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Mycetohabitans
delta proteobacterium, , ,na,na,na,na,na
Actinobaculum massiliae,202789,Actinobaculum massiliense,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinobaculum
Actinomyces europaeus,66228,Gleimia europaea,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Gleimia
Actinomyces turicensis,131111,Schaalia turicensis,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Schaalia
Afipia felis,1035, ,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Afipia
Alloiococcus otitis,1652, ,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Alloiococcus
Dolosigranulum pigrum,29394, ,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Dolosigranulum
Eubacterium infirmum,56774,[Eubacterium] infirmum,Bacillota,Clostridia,Eubacteriales,Eubacteriales Family XIII. Incertae Sedis,na
Facklamia ignava,137730,Falseniella ignava,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Falseniella
Facklamia languida,82347, ,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Facklamia
Helcococcus kunzii,40091, ,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Helcococcus
Massilia timonae,47229, ,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
Veillonella ratti,103892, ,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Veillonella
Campylobacter ureolyticus,827, ,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter
Turicella otitidis,29321,Corynebacterium otitidis,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium
Singulisphaera acidiphila,466153, ,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,Singulisphaera
Muricauda ruestringensis,111501,Flagellimonas ruestringensis,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flagellimonas
Leuconostoc argentinum,1246,Leuconostoc lactis,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc
Thioalkalivibrio versutus,106634, ,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio
Actinobacillus ureae,723, ,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus
Lautropia mirabilis,47671, ,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia
Pseudoramibacter alactolyticus,113287, ,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Pseudoramibacter
Actinomyces cardiffensis,181487,Schaalia cardiffensis,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Schaalia
Aggregatibacter segnis,739, ,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter
Centipeda periodontii,82203, ,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Centipeda
Enterococcus italicus,246144, ,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
Eubacterium sulci,143393,[Eubacterium] sulci,Bacillota,Clostridia,Eubacteriales,Eubacteriales Family XIII. Incertae Sedis,na
Kingella denitrificans,502, ,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella
