
code	|	name	|	preferred name	|	taxid
1	|	Desulfovibrio longus	|	Paucidesulfovibrio longus	|	889
1	|	Desulfovibrio oxyclinae	|	 	|	63560
1	|	Desulfovibrio putealis	|	Fundidesulfovibrio putealis	|	270496
1	|	Desulfovibrio zosterae	|	Maridesulfovibrio zosterae	|	82171
1	|	Desulfovirgula thermocuniculi	|	 	|	348842
1	|	Desulfurispora thermophila	|	 	|	265470
1	|	Donghicola xiamenensis	|	Pseudodonghicola xiamenensis	|	337702
1	|	Duganella violaceinigra	|	Pseudoduganella violaceinigra	|	246602
1	|	Dyadobacter alkalitolerans	|	 	|	492736
1	|	Dyadobacter beijingensis	|	 	|	365489
1	|	Dyadobacter crusticola	|	 	|	292407
1	|	Dysgonomonas capnocytophagoides	|	 	|	45254
1	|	Echinicola pacifica	|	 	|	346377
1	|	Edaphobacter aggregans	|	 	|	570835
1	|	Elioraea tepidiphila	|	 	|	457934
1	|	Enterobacter pulveris	|	Franconibacter pulveris	|	435910
1	|	Enterorhabdus mucosicola	|	Adlercreutzia mucosicola	|	580026
1	|	Epilithonimonas tenax	|	 	|	191577
1	|	Erysipelothrix tonsillarum	|	 	|	38402
1	|	Eudoraea adriatica	|	 	|	446681
1	|	Fangia hongkongensis	|	 	|	270495
1	|	Ferrimicrobium acidiphilum	|	 	|	121039
1	|	Ferrimonas futtsuensis	|	 	|	364764
1	|	Ferrimonas kyonanensis	|	 	|	364763
1	|	Ferrimonas senticii	|	 	|	394566
1	|	Flavobacterium daejeonense	|	 	|	350893
1	|	Flavobacterium denitrificans	|	 	|	281361
1	|	Flavobacterium filum	|	 	|	370974
1	|	Flavobacterium frigidarium	|	 	|	99286
1	|	Flavobacterium gelidilacus	|	 	|	206041
1	|	Flavobacterium sasangense	|	 	|	503361
1	|	Flavobacterium soli	|	 	|	344881
1	|	Flavobacterium tegetincola	|	 	|	150172
1	|	Flexibacter elegans	|	Eisenibacter elegans	|	997
1	|	Flexibacter roseolus	|	Hugenholtzia roseola	|	1002
1	|	Flexithrix dorotheae	|	 	|	70993
1	|	Gaetbulibacter saemankumensis	|	 	|	311208
1	|	Gelidibacter mesophilus	|	 	|	169050
1	|	Gemella cuniculi	|	 	|	150240
1	|	Geoalkalibacter ferrihydriticus	|	 	|	392333
1	|	Caldibacillus debilis	|	 	|	301148
1	|	Geopsychrobacter electrodiphilus	|	 	|	225196
1	|	Geothrix fermentans	|	 	|	44676
1	|	Gilvimarinus chinensis	|	 	|	396005
1	|	Glaciecola pallidula	|	 	|	56807
1	|	Glaciecola punicea	|	 	|	56804
1	|	Glaciibacter superstes	|	 	|	501023
1	|	Glycomyces arizonensis	|	 	|	256035
1	|	Gordonia hirsuta	|	 	|	53427
1	|	Gordonia shandongensis	|	 	|	376351
1	|	Gracilibacillus lacisalsi	|	 	|	393087
1	|	Gracilimonas tropica	|	 	|	454600
1	|	Gramella echinicola	|	 	|	279359
1	|	Gramella portivictoriae	|	 	|	326069
1	|	Granulicoccus phenolivorans	|	 	|	266854
1	|	Gulosibacter molinativorax	|	 	|	256821
1	|	Hahella ganghwensis	|	 	|	286420
1	|	Halalkalibacillus halophilus	|	 	|	392827
1	|	Haliea salexigens	|	 	|	287487
1	|	Halobacillus kuroshimensis	|	 	|	302481
1	|	Halomonas halocynthiae	|	 	|	176290
1	|	Halomonas halodenitrificans	|	 	|	28252
1	|	Halomonas lutea	|	 	|	453962
1	|	Hamadaea tsunoensis	|	 	|	53368
1	|	Helcococcus sueciensis	|	 	|	241555
1	|	Hellea balneolensis	|	 	|	287478
1	|	Henriciella marina	|	 	|	453851
1	|	Humibacter albus	|	 	|	427754
1	|	Hymenobacter aerophilus	|	 	|	119644
1	|	Hymenobacter norwichensis	|	 	|	223903
1	|	Idiomarina sediminum	|	Pseudidiomarina sediminum	|	431675
1	|	Inquilinus limosus	|	 	|	171674
1	|	Jeotgalicoccus marinus	|	 	|	516700
1	|	Jeotgalicoccus psychrophilus	|	 	|	157228
1	|	Jonesia quinghaiensis	|	 	|	262806
1	|	Kaistia adipata	|	 	|	166954
1	|	Kaistia granuli	|	 	|	363259
1	|	Kangiella aquimarina	|	 	|	261965
1	|	Kiloniella laminariae	|	 	|	454162
1	|	Kribbella catacumbae	|	 	|	460086
1	|	Kushneria aurantia	|	 	|	504092
1	|	Lacticigenium naphtae	|	Lacticigenium naphthae	|	515351
1	|	Lactobacillus ceti	|	Ligilactobacillus ceti	|	395085
1	|	Lactobacillus harbinensis	|	Schleiferilactobacillus harbinensis	|	304207
1	|	Lactobacillus paralimentarius	|	Companilactobacillus paralimentarius	|	83526
1	|	Lactobacillus psittaci	|	 	|	116089
1	|	Lactococcus chungangensis	|	 	|	451457
1	|	Leeia oryzae	|	 	|	356662
1	|	Legionella cherrii	|	 	|	28084
1	|	Legionella geestiana	|	 	|	45065
1	|	Legionella lansingensis	|	 	|	45067
1	|	Legionella moravica	|	 	|	39962
1	|	Legionella shakespearei	|	 	|	45075
1	|	Legionella wadsworthii	|	 	|	28088
1	|	Leptotrichia shahii	|	 	|	157691
1	|	Leptotrichia trevisanii	|	 	|	109328
1	|	Leucobacter chironomi	|	 	|	491918
1	|	Lewinella cohaerens	|	 	|	70995
1	|	Lewinella persica	|	 	|	70998
1	|	Loktanella hongkongensis	|	Limimaricola hongkongensis	|	278132
1	|	Loktanella vestfoldensis	|	Yoonia vestfoldensis	|	245188
1	|	Longispora albida	|	 	|	203523
1	|	Luteimonas mephitis	|	 	|	83615
1	|	Lysobacter concretionis	|	 	|	262325
1	|	Maribacter antarcticus	|	 	|	505250
1	|	Marinimicrobium agarilyticum	|	 	|	306546
1	|	Marinobacter daepoensis	|	 	|	262077
1	|	Marinobacterium jannaschii	|	 	|	64970
1	|	Marinobacterium litorale	|	 	|	404770
1	|	Marinobacterium rhizophilum	|	 	|	420402
1	|	Marinococcus halotolerans	|	 	|	301092
1	|	Marinomonas ushuaiensis	|	 	|	263818
1	|	Marinospirillum insulare	|	 	|	217169
1	|	Marinospirillum minutulum	|	 	|	64974
1	|	Maritalea myrionectae	|	 	|	454601
1	|	Martelella mediterranea	|	 	|	293089
1	|	Massilia niastensis	|	 	|	544911
1	|	Meganema perideroedes	|	Neomegalonema perideroedes	|	217219
1	|	Meiothermus cerbereus	|	 	|	65552
1	|	Meiothermus taiwanensis	|	 	|	172827
1	|	Meiothermus timidus	|	Calidithermus timidus	|	307124
2	|	Melitea salexigens	|	Spongiibacter marinus	|	354246
1	|	Mesonia mobilis	|	 	|	369791
1	|	Metascardovia criceti	|	Alloscardovia criceti	|	356828
1	|	Methylophilus methylotrophus	|	 	|	17
1	|	Microbacterium gubbeenense	|	 	|	159896
1	|	Microbacterium indicum	|	 	|	358100
1	|	Microbacterium luticocti	|	 	|	451764
1	|	Microvirgula aerodenitrificans	|	 	|	57480
1	|	Moraxella boevrei	|	 	|	346665
1	|	Moraxella caprae	|	 	|	90240
1	|	Mycobacterium hassiacum	|	Mycolicibacterium hassiacum	|	46351
1	|	Neptunomonas japonica	|	 	|	417574
1	|	Nesiotobacter exalbescens	|	Pseudovibrio exalbescens	|	197461
1	|	Nesterenkonia alba	|	 	|	515814
1	|	Nevskia ramosa	|	 	|	64002
1	|	Nevskia soli	|	 	|	418856
1	|	Niabella aurantiaca	|	 	|	379900
1	|	Nisaea denitrificans	|	 	|	390877
1	|	Nocardioides alkalitolerans	|	 	|	281714
1	|	Nocardioides halotolerans	|	 	|	433660
1	|	Nocardioides insulae	|	 	|	394734
1	|	Nonomuraea coxensis	|	 	|	404386
1	|	Novosphingobium acidiphilum	|	 	|	505248
1	|	Oceanicaulis alexandrii	|	 	|	153233
1	|	Oceanicola nanhaiensis	|	Pseudooceanicola nanhaiensis	|	375761
1	|	Oceanobacter kriegii	|	 	|	64972
1	|	Oceanospirillum beijerinckii	|	 	|	64976
1	|	Oceanospirillum maris	|	 	|	64977
1	|	Oligella ureolytica	|	 	|	90244
1	|	Olivibacter sitiensis	|	 	|	376470
1	|	Ornithinimicrobium pekingense	|	 	|	384677
1	|	Ottowia thiooxydans	|	 	|	219182
1	|	Paenibacillus alginolyticus	|	 	|	59839
1	|	Paenibacillus assamensis	|	 	|	311244
1	|	Paenibacillus daejeonensis	|	 	|	135193
1	|	Paenibacillus fonticola	|	 	|	379896
1	|	Paenibacillus ginsengihumi	|	 	|	431596
1	|	Paenibacillus harenae	|	 	|	306543
1	|	Paenibacillus pasadenensis	|	 	|	217090
1	|	Paenibacillus pinihumi	|	 	|	669462
1	|	Paenibacillus sanguinis	|	 	|	225906
1	|	Paenibacillus taiwanensis	|	 	|	401638
1	|	Paenibacillus terrigena	|	 	|	369333
1	|	Paludibacterium yongneupense	|	 	|	400061
1	|	Pannonibacter phragmitetus	|	 	|	121719
1	|	Parabacteroides gordonii	|	 	|	574930
1	|	Paraoerskovia marina	|	 	|	545619
1	|	Patulibacter americanus	|	 	|	588672
1	|	Paucisalibacillus globulus	|	 	|	351095
1	|	Pedobacter glucosidilyticus	|	 	|	1122941
1	|	Pelobacter seleniigenes	|	 	|	407188
1	|	Perlucidibaca piscinae	|	 	|	392589
1	|	Photobacterium halotolerans	|	 	|	265726
1	|	Photorhabdus asymbiotica	|	 	|	291112
1	|	Pleomorphomonas koreensis	|	 	|	257440
1	|	Pleomorphomonas oryzae	|	 	|	261934
1	|	Pontibacter roseus	|	 	|	336989
1	|	Porphyrobacter cryptus	|	Erythrobacter cryptus	|	196588
1	|	Porphyromonas bennonis	|	 	|	501496
1	|	Porphyromonas levii	|	 	|	28114
1	|	Porphyromonas somerae	|	 	|	322095
1	|	Propionibacterium acidifaciens	|	 	|	556499
1	|	Propionibacterium jensenii	|	Acidipropionibacterium jensenii	|	1749
1	|	Propionibacterium thoenii	|	Acidipropionibacterium thoenii	|	1751
1	|	Propionicicella superfundia	|	 	|	348582
1	|	Proteiniphilum acetatigenes	|	 	|	294710
1	|	Proteocatella sphenisci	|	 	|	181070
1	|	Pseudoclavibacter soli	|	 	|	452623
1	|	Pseudomonas balearica	|	Stutzerimonas balearica	|	74829
1	|	Pseudomonas resinovorans	|	 	|	53412
1	|	Pseudonocardia acaciae	|	 	|	551276
1	|	Pseudonocardia asaccharolytica	|	 	|	54010
1	|	Pseudonocardia spinosispora	|	 	|	103441
1	|	Pseudorhodobacter ferrugineus	|	 	|	77008
1	|	Psychrilyobacter atlanticus	|	 	|	271091
1	|	Psychrobacter lutiphocae	|	 	|	540500
1	|	Psychrobacter phenylpyruvicus	|	 	|	29432
1	|	Psychroflexus tropicus	|	 	|	197345
1	|	Psychromonas arctica	|	 	|	168275
1	|	Psychroserpens burtonensis	|	 	|	49278
1	|	Rathayibacter toxicus	|	 	|	145458
1	|	Rheinheimera baltica	|	 	|	67576
1	|	Rheinheimera perlucida	|	Arsukibacterium perlucidum	|	368811
1	|	Rheinheimera texasensis	|	Pararheinheimera texasensis	|	306205
1	|	Riemerella columbina	|	 	|	103810
1	|	Robiginitomaculum antarcticum	|	 	|	437507
1	|	Roseomonas aerilata	|	 	|	452982
1	|	Ruania albidiflava	|	 	|	366586
1	|	Rubellimicrobium thermophilum	|	 	|	295419
1	|	Rubritalea marina	|	 	|	361055
1	|	Rubritepida flocculans	|	 	|	182403
1	|	Rudaea cellulosilytica	|	 	|	540746
1	|	Ruminococcus gauvreauii	|	 	|	438033
1	|	Runella limosa	|	 	|	370978
1	|	Runella zeae	|	 	|	94255
1	|	Saccharibacillus kuerlensis	|	 	|	459527
1	|	Saccharibacter floricola	|	 	|	231053
1	|	Saccharospirillum impatiens	|	 	|	169438
1	|	Salinarimonas rosea	|	 	|	552063
1	|	Salinicoccus albus	|	 	|	418756
1	|	Salinicoccus luteus	|	 	|	367840
1	|	Salinimicrobium terrae	|	 	|	470866
1	|	Salinimicrobium xinjiangense	|	 	|	438596
1	|	Salinimonas chungwhensis	|	 	|	265425
1	|	Salipiger mucosus	|	 	|	263378
1	|	Salsuginibacillus kocurii	|	 	|	427078
1	|	Sandarakinorhabdus limnophila	|	 	|	210512
1	|	Saxeibacter lacteus	|	Nakamurella lactea	|	459515
1	|	Schlesneria paludicola	|	 	|	360056
1	|	Sciscionella marina	|	 	|	508770
1	|	Sediminimonas qiaohouensis	|	 	|	552061
1	|	Segetibacter koreensis	|	 	|	398037
1	|	Serinicoccus marinus	|	 	|	247333
1	|	Shimazuella kribbensis	|	 	|	139808
1	|	Silanimonas lenta	|	 	|	265429
1	|	Simplicispira psychrophila	|	 	|	80882
1	|	Singularimonas variicoloris	|	Solimonas variicoloris	|	254408
1	|	Sinobacter flavus	|	Solimonas flava	|	415849
1	|	Smaragdicoccus niigatensis	|	 	|	359359
1	|	Solimonas soli	|	 	|	413479
1	|	Solirubrobacter soli	|	 	|	363832
1	|	Sphingobacterium thalpophilum	|	 	|	259
1	|	Sphingomonas astaxanthinifaciens	|	 	|	407019
1	|	Sphingomonas jaspsi	|	 	|	392409
1	|	Sphingomonas sanxanigenens	|	 	|	397260
1	|	Sphingopyxis baekryungensis	|	Novosphingopyxis baekryungensis	|	279369
1	|	Spirochaeta bajacaliforniensis	|	Sediminispirochaeta bajacaliforniensis	|	148
1	|	Spirochaeta cellobiosiphila	|	 	|	504483
1	|	Spirosoma luteum	|	 	|	431553
1	|	Spirosoma panaciterrae	|	 	|	496058
1	|	Spirosoma spitsbergense	|	 	|	431554
1	|	Spongiibacter tropicus	|	 	|	454602
1	|	Sporolactobacillus vineae	|	 	|	444463
1	|	Sporosarcina ureae	|	 	|	1571
1	|	Stappia stellulata	|	 	|	71235
1	|	Stenoxybacter acetivorans	|	 	|	422441
1	|	Streptococcus caballi	|	 	|	439220
1	|	Streptococcus castoreus	|	 	|	254786
1	|	Streptococcus devriesei	|	 	|	231233
1	|	Streptococcus didelphis	|	 	|	102886
1	|	Streptococcus entericus	|	 	|	155680
1	|	Streptococcus ferus	|	 	|	1345
1	|	Streptococcus henryi	|	 	|	439219
1	|	Streptococcus marimammalium	|	 	|	269666
1	|	Streptococcus merionis	|	 	|	400065
1	|	Streptococcus minor	|	 	|	229549
1	|	Streptococcus orisratti	|	 	|	114652
1	|	Streptococcus ovis	|	 	|	82806
1	|	Streptococcus pleomorphus	|	Faecalicoccus pleomorphus	|	1323
1	|	Streptococcus plurextorum	|	 	|	456876
1	|	Streptococcus porci	|	 	|	502567
1	|	Streptococcus thoraltensis	|	 	|	55085
1	|	Streptomyces flavidovirens	|	 	|	67298
1	|	Streptomyces scabrisporus	|	Embleya scabrispora	|	159449
1	|	Streptomyces vitaminophilus	|	 	|	76728
1	|	Sulfurihydrogenibium subterraneum	|	 	|	171121
1	|	Sulfurospirillum arcachonense	|	 	|	57666
1	|	Tenacibaculum ovolyticum	|	 	|	104270
1	|	Tepidiphilus margaritifer	|	 	|	203471
1	|	Terasakiella pusilla	|	 	|	64973
1	|	Terrimonas ferruginea	|	 	|	249
1	|	Thalassobacter arenae	|	Litoreibacter arenae	|	491388
1	|	Thalassobaculum salexigens	|	 	|	455360
1	|	Thalassospira lucentensis	|	 	|	168935
1	|	Thauera linaloolentis	|	 	|	76112
1	|	Thermithiobacillus tepidarius	|	 	|	929
1	|	Thermodesulfatator atlanticus	|	 	|	501497
1	|	Thermodesulfobacterium hveragerdense	|	 	|	53424
1	|	Thermodesulfobacterium thermophilum	|	 	|	886
1	|	Thermodesulfovibrio thiophilus	|	 	|	340095
1	|	Thermomonas fusca	|	 	|	215690
1	|	Thermus antranikianii	|	 	|	88190
1	|	Thermus igniterrae	|	 	|	88189
1	|	Thermus islandicus	|	 	|	540988
1	|	Thiobacillus denitrificans	|	 	|	36861
1	|	Thiobacillus thioparus	|	 	|	931
1	|	Thiothrix disciformis	|	Thiolinea disciformis	|	125614
1	|	Thiothrix flexilis	|	Thiofilum flexile	|	125627
1	|	Thiothrix lacustris	|	 	|	525917
1	|	Tuberibacillus calidus	|	 	|	340097
1	|	Uliginosibacterium gangwonense	|	 	|	392736
1	|	Varibaculum cambriense	|	 	|	184870
1	|	Veillonella magna	|	 	|	464322
1	|	Vibrio litoralis	|	 	|	335972
1	|	Vibrio pacinii	|	 	|	170674
1	|	Vibrio rhizosphaerae	|	 	|	398736
1	|	Vitreoscilla stercoraria	|	 	|	61
1	|	Weissella halotolerans	|	 	|	1615
1	|	Wenxinia marina	|	 	|	390641
1	|	Woodsholea maritima	|	 	|	240237
1	|	Xenophilus azovorans	|	 	|	151755
1	|	Yaniella halotolerans	|	 	|	225453
1	|	Zavarzinella formosa	|	 	|	360055
1	|	Zooshikella ganghwensis	|	 	|	202772
1	|	Zymobacter palmae	|	 	|	33074
1	|	Thiomicrospira arctica	|	Thiomicrorhabdus arctica	|	131540
1	|	Thiomicrospira chilensis	|	Thiomicrorhabdus chilensis	|	63656
1	|	Thiomicrospira halophila	|	Hydrogenovibrio halophilus	|	373391
1	|	Thiomicrospira pelophila	|	 	|	934
1	|	Thiomicrospira sp.	|	 	|	935
1	|	SAR86 cluster	|	 	|	62672
1	|	Nafulsella turpanensis	|	 	|	1265690
1	|	Treponema sp.	|	 	|	166
1	|	Treponema maltophilum	|	 	|	51160
1	|	Treponema medium	|	 	|	58231
1	|	Olsenella profusa	|	 	|	138595
1	|	Corynebacterium pyruviciproducens	|	 	|	598660
1	|	Deferrisoma camini	|	 	|	1035120
1	|	Amycolatopsis alba	|	 	|	76020
1	|	Bosea sp.	|	 	|	1871050
1	|	Weissella confusa	|	 	|	1583
1	|	Cupriavidus basilensis	|	 	|	68895
1	|	Glaciecola lipolytica	|	Aliiglaciecola lipolytica	|	477689
1	|	Neisseria sp.	|	 	|	192066
1	|	Selenomonas sp.	|	 	|	2053611
1	|	Clostridium acidurici	|	Gottschalkia acidurici	|	1556
1	|	bacterium JKG1	|	 	|	1128421
3	|	filamentous cyanobacterium	|	 	|	 
1	|	Alishewanella jeotgali	|	 	|	545533
1	|	Glaciecola polaris	|	Paraglaciecola polaris	|	222814
1	|	Glaciecola psychrophila	|	Paraglaciecola psychrophila	|	326544
1	|	Nitrolancetus hollandicus	|	Nitrolancea hollandica	|	1206749
3	|	zeta proteobacterium	|	 	|	 
1	|	Xanthomonas fragariae	|	 	|	48664
1	|	Nitrosomonas cryotolerans	|	 	|	44575
1	|	Bacillus vireti	|	Neobacillus vireti	|	220686
1	|	Methylosarcina fibrata	|	 	|	105972
1	|	Methylotenera mobilis	|	 	|	359408
1	|	Geminocystis herdmanii	|	 	|	669359
1	|	Verrucomicrobium sp.	|	 	|	72225
1	|	Streptomyces somaliensis	|	 	|	78355
1	|	Cellvibrio sp.	|	 	|	1965322
1	|	Bartonella koehlerae	|	 	|	92181
1	|	Methylocystis parvus	|	 	|	134
1	|	Nocardiopsis sp.	|	 	|	310350
1	|	Saccharomonospora sp.	|	 	|	33913
1	|	Marinobacter sp.	|	 	|	50741
1	|	Formosa sp.	|	 	|	2018467
1	|	Endozoicomonas numazuensis	|	 	|	1137799
1	|	Lactobacillus curieae	|	Lentilactobacillus curieae	|	1138822
1	|	Staphylococcus delphini	|	 	|	53344
1	|	Staphylococcus intermedius	|	 	|	1285
1	|	Providencia burhodogranariea	|	 	|	516074
1	|	Providencia rettgeri	|	 	|	587
1	|	Pontibacter sp.	|	 	|	1895908
1	|	Anaerophaga thermohalophila	|	 	|	177400
1	|	Corallococcus coralloides	|	 	|	184914
1	|	Lactobacillus gastricus	|	Limosilactobacillus gastricus	|	227942
1	|	Caulobacter sp.	|	 	|	78
1	|	Novosphingobium sp.	|	 	|	1874826
1	|	Variovorax sp.	|	 	|	1871043
1	|	Acidovorax sp.	|	 	|	1872122
1	|	Polaromonas sp.	|	 	|	1869339
1	|	Phyllobacterium sp.	|	 	|	1871046
1	|	Rickettsia helvetica	|	 	|	35789
1	|	Blastococcus saxobsidens	|	 	|	138336
1	|	Pedobacter agri	|	 	|	454586
1	|	Rhodospirillum photometricum	|	Pararhodospirillum photometricum	|	1084
1	|	Mesoaciditoga lauensis	|	 	|	1495039
1	|	Mycobacterium phlei	|	Mycolicibacterium phlei	|	1771
1	|	Arcticibacter svalbardensis	|	 	|	1288027
1	|	Sulfurospirillum multivorans	|	 	|	66821
1	|	Phaeospirillum molischianum	|	Magnetospirillum molischianum	|	1083
1	|	Micromonospora lupini	|	 	|	285679
1	|	Tsukamurella sp.	|	 	|	1978373
1	|	Halomonas hydrothermalis	|	 	|	115561
1	|	Caloranaerobacter azorensis	|	 	|	116090
1	|	Achromobacter piechaudii	|	 	|	72556
1	|	Agrobacterium albertimagni	|	 	|	147266
1	|	Methylacidiphilum fumariolicum	|	 	|	591154
1	|	Diplorickettsia massiliensis	|	Rickettsiella massiliensis	|	676517
1	|	Tumebacillus flagellatus	|	 	|	1157490
1	|	Thiomonas sp.	|	 	|	2047785
1	|	Oxalobacteraceae bacterium	|	 	|	1871070
1	|	Desulfurobacterium sp.	|	 	|	2004706
1	|	Persephonella sp.	|	 	|	2060922
1	|	Cronobacter muytjensii	|	 	|	413501
1	|	Bordetella sp.	|	 	|	28081
1	|	Streptomyces viridochromogenes	|	 	|	1938
1	|	Ureibacillus thermosphaericus	|	 	|	51173
1	|	Streptomyces auratus	|	 	|	114687
1	|	Ruminococcus bicirculans	|	 	|	1160721
1	|	Maricaulis sp.	|	 	|	1486257
1	|	Eubacterium nodatum	|	[Eubacterium] nodatum	|	35518
1	|	Herbaspirillum lusitanum	|	 	|	213312
1	|	Rhodanobacter spathiphylli	|	 	|	347483
1	|	Rhodanobacter fulvus	|	 	|	219571
1	|	Rhodanobacter thiooxydans	|	 	|	416169
1	|	Sulfuricella denitrificans	|	 	|	649841
1	|	Helicobacter cetorum	|	 	|	138563
1	|	Richelia intracellularis	|	 	|	1164990
1	|	Sulfurovum sp.	|	 	|	1969726
1	|	Fibrella aestuarina	|	 	|	651143
1	|	Halomonas xinjiangensis	|	 	|	1166948
1	|	Desulfocapsa sulfexigens	|	 	|	65555
1	|	Staphylococcus vitulinus	|	Mammaliicoccus vitulinus	|	71237
1	|	Gillisia sp.	|	 	|	2018084
1	|	Draconibacterium orientale	|	 	|	1168034
1	|	Thiomicrospira kuenenii	|	Hydrogenovibrio kuenenii	|	63658
1	|	Marinilabilia salmonicolor	|	 	|	989
1	|	Rhodobacteraceae bacterium	|	 	|	1904441
1	|	Calothrix sp.	|	 	|	1187
1	|	Promicromonospora sukumoe	|	 	|	88382
1	|	Terracoccus sp.	|	 	|	1871061
1	|	Sulfurimonas sp.	|	 	|	2022749
1	|	Hydrocarboniphaga effusa	|	 	|	243629
1	|	Chamaesiphon minutus	|	 	|	1173032
3	|	cyanobacterium PCC	|	 	|	 
1	|	Crinalium epipsammum	|	 	|	241425
1	|	Fischerella sp.	|	 	|	1191
1	|	Microcoleus sp.	|	 	|	44472
1	|	Oscillatoria sp.	|	 	|	1159
1	|	Spirulina subsalsa	|	 	|	54311
1	|	Bacillus psychrosaccharolyticus	|	Peribacillus psychrosaccharolyticus	|	1407
2	|	Brevibacterium massiliense	|	Brevibacterium ravenspurgense	|	479117
1	|	Halomonas stevensii	|	 	|	502821
1	|	Alcanivorax hongdengensis	|	 	|	519051
1	|	Alcanivorax jadensis	|	 	|	64988
1	|	Thalassospira profundimaris	|	 	|	502049
1	|	Thiovulum sp.	|	 	|	937
1	|	Kocuria atrinae	|	 	|	592377
1	|	Staphylococcus lentus	|	Mammaliicoccus lentus	|	42858
1	|	Saccharothrix espanaensis	|	 	|	103731
1	|	Chrysiogenes arsenatis	|	 	|	309797
1	|	Pleurocapsa sp.	|	 	|	44475
1	|	Nodosilinea nodulosa	|	 	|	416001
1	|	Coleofasciculus chthonoplastes	|	 	|	64178
1	|	Pseudanabaena sp.	|	 	|	1153
2	|	Deinococcus swuensis	|	Deinococcus radiopugnans	|	57497
1	|	Gloeobacter kilaueensis	|	 	|	1416614
1	|	Bdellovibrio exovorus	|	Pseudobdellovibrio exovorus	|	453816
1	|	Austwickia chelonae	|	 	|	100225
1	|	Kineosphaera limosa	|	 	|	111564
1	|	Planococcus antarcticus	|	 	|	161360
1	|	Thioclava dalianensis	|	 	|	1185766
1	|	Fibrisoma limi	|	 	|	663275
1	|	Rhodovulum sp.	|	 	|	34009
1	|	Vibrio rumoiensis	|	 	|	76258
3	|	Sodalis-like symbiont	|	 	|	 
1	|	Indibacter alkaliphilus	|	 	|	579922
1	|	Psychroflexus gondwanensis	|	 	|	251
1	|	Nitritalea halalkaliphila	|	 	|	590849
1	|	Atopobium sp.	|	 	|	1872650
1	|	Vibrio kanaloae	|	 	|	170673
1	|	Melioribacter roseus	|	 	|	1134405
1	|	Chondromyces apiculatus	|	 	|	51
1	|	Pseudaminobacter salicylatoxidans	|	 	|	93369
1	|	Leptospira fainei	|	 	|	48782
1	|	Lactobacillus hokkaidonensis	|	Paucilactobacillus hokkaidonensis	|	1193095
1	|	Alkalibacillus haloalkaliphilus	|	 	|	94136
1	|	Tetrasphaera elongata	|	Phycicoccus elongatus	|	101689
1	|	Candidatus Endolissoclinum	|	 	|	1263978
1	|	Microbacterium yannicii	|	 	|	671622
1	|	Mycobacterium vaccae	|	Mycolicibacterium vaccae	|	1810
1	|	Alishewanella agri	|	 	|	553384
1	|	Klebsiella sp.	|	 	|	576
1	|	Gilliamella apicola	|	 	|	1196095
1	|	Bacillus macauensis	|	Fictibacillus macauensis	|	245160
1	|	Alishewanella aestuarii	|	 	|	453835
1	|	Mangrovimonas yunxiaonensis	|	 	|	1197477
1	|	Microbacterium barkeri	|	 	|	33917
1	|	Afipia birgiae	|	 	|	151414
3	|	secondary endosymbiont	|	 	|	 
1	|	Alicyclobacillus hesperidum	|	 	|	89784
1	|	Corynebacterium terpenotabidum	|	 	|	89154
1	|	Anaerovibrio sp.	|	 	|	1872532
1	|	Ruminobacter sp.	|	 	|	2774296
1	|	Alicycliphilus sp.	|	 	|	1872437
1	|	Pseudochrobactrum sp.	|	 	|	1884350
1	|	Bacteriovorax sp.	|	 	|	2608087
1	|	Moritella dasanensis	|	 	|	428031
1	|	Bacillus nealsonii	|	Niallia nealsonii	|	115979
1	|	Clostridium sartagoforme	|	 	|	84031
1	|	Methylacidiphilum kamchatkense	|	 	|	431057
1	|	Moritella marina	|	 	|	90736
1	|	Lactobacillus pasteurii	|	 	|	872327
1	|	Lactobacillus ingluviei	|	Limosilactobacillus ingluviei	|	148604
1	|	Corynebacterium timonense	|	 	|	441500
1	|	Propionibacterium sp.	|	 	|	1977903
1	|	Butyricicoccus pullicaecorum	|	 	|	501571
1	|	Pandoraea sp.	|	 	|	1883445
1	|	Reyranella massiliensis	|	 	|	445220
1	|	Bartonella rattaustraliani	|	 	|	481139
1	|	Yersinia massiliensis	|	 	|	419257
1	|	Pedobacter arcticus	|	 	|	752140
1	|	Nocardia asiatica	|	 	|	209252
1	|	Nocardia araoensis	|	 	|	228600
1	|	Nocardia abscessus	|	 	|	120957
1	|	Nocardia brevicatena	|	 	|	37327
1	|	Nocardia cyriacigeorgica	|	 	|	135487
1	|	Nocardia exalbida	|	 	|	290231
1	|	Nocardia higoensis	|	 	|	228599
1	|	Nocardia jiangxiensis	|	 	|	282685
1	|	Nocardia niigatensis	|	 	|	209249
1	|	Nocardia paucivorans	|	 	|	114259
1	|	Nocardia takedensis	|	 	|	259390
1	|	Nocardia tenerifensis	|	 	|	228006
1	|	Nocardia pneumoniae	|	 	|	228601
1	|	Nocardia testacea	|	 	|	248551
1	|	Nocardia thailandica	|	 	|	257275
1	|	Nocardia concava	|	 	|	257281
1	|	Nocardia vinacea	|	 	|	96468
1	|	Nocardia veterana	|	 	|	132249
1	|	Nocardia transvalensis	|	 	|	37333
1	|	Desulfovibrio magneticus	|	Solidesulfovibrio magneticus	|	184917
1	|	Hyphomonas sp.	|	 	|	87
1	|	Oceanibaculum indicum	|	 	|	526216
